CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,MES_REFERENCIA,QT_FAMILIAS_POBREZA_FAIXA_PBF,QT_FAMILIAS_ATE_MEIO_SM,QT_FAMILIAS_ACIMA_MEIO_SM
316540,SAPUCAÍ-MIRIM,MG,08/2026,496,862,660
316550,SARDOÁ,MG,08/2026,1076,1359,522
316553,SARZEDO,MG,08/2026,1951,3387,2844
316555,SETUBINHA,MG,08/2026,1665,2171,848
316556,SEM-PEIXE,MG,08/2026,327,438,317
316557,SENADOR AMARAL,MG,08/2026,949,1455,448
316560,SENADOR CORTES,MG,08/2026,108,274,285
316570,SENADOR FIRMINO,MG,08/2026,709,1139,853
316580,SENADOR JOSÉ BENTO,MG,08/2026,56,141,172
316590,SENADOR MODESTINO GONÇALVES,MG,08/2026,634,864,571
316600,SENHORA DE OLIVEIRA,MG,08/2026,732,951,330
316610,SENHORA DO PORTO,MG,08/2026,383,511,332
316620,SENHORA DOS REMÉDIOS,MG,08/2026,1307,1755,862
316630,SERICITA,MG,08/2026,1036,1518,486
316640,SERITINGA,MG,08/2026,91,160,108
316650,SERRA AZUL DE MINAS,MG,08/2026,594,838,415
316660,SERRA DA SAUDADE,MG,08/2026,36,70,69
316670,SERRA DOS AIMORÉS,MG,08/2026,735,1194,949
316680,SERRA DO SALITRE,MG,08/2026,1223,1689,1217
316690,SERRANIA,MG,08/2026,311,750,779
316695,SERRANÓPOLIS DE MINAS,MG,08/2026,571,835,557
316700,SERRANOS,MG,08/2026,346,434,235
316710,SERRO,MG,08/2026,1812,2862,1680
316720,SETE LAGOAS,MG,08/2026,12967,20000,12774
316730,SILVEIRÂNIA,MG,08/2026,207,361,306
316740,SILVIANÓPOLIS,MG,08/2026,516,727,474
316750,SIMÃO PEREIRA,MG,08/2026,194,307,242
316760,SIMONÉSIA,MG,08/2026,2585,3748,1402
316770,SOBRÁLIA,MG,08/2026,797,1011,579
316780,SOLEDADE DE MINAS,MG,08/2026,166,478,317
316790,TABULEIRO,MG,08/2026,253,523,367
316800,TAIOBEIRAS,MG,08/2026,2842,5553,3101
316805,TAPARUBA,MG,08/2026,734,904,477
316810,TAPIRA,MG,08/2026,433,580,423
316820,TAPIRAÍ,MG,08/2026,142,215,261
316830,TAQUARAÇU DE MINAS,MG,08/2026,506,679,480
316840,TARUMIRIM,MG,08/2026,1821,2347,1395
316850,TEIXEIRAS,MG,08/2026,1196,1755,1369
316860,TEÓFILO OTONI,MG,08/2026,10041,16744,12476
316870,TIMÓTEO,MG,08/2026,3321,5808,4875
316880,TIRADENTES,MG,08/2026,583,954,545
316890,TIROS,MG,08/2026,559,845,599
316900,TOCANTINS,MG,08/2026,1385,2372,1951
316905,TOCOS DO MOJI,MG,08/2026,282,402,245
316910,TOLEDO,MG,08/2026,467,864,636
316920,TOMBOS,MG,08/2026,1074,1429,848
316930,TRÊS CORAÇÕES,MG,08/2026,2658,6382,5121
316935,TRÊS MARIAS,MG,08/2026,2182,3669,3040
316940,TRÊS PONTAS,MG,08/2026,2780,4810,2728
316950,TUMIRITINGA,MG,08/2026,1039,1392,774
316960,TUPACIGUARA,MG,08/2026,2743,3678,2933
316970,TURMALINA,MG,08/2026,2042,3451,2264
316980,TURVOLÂNDIA,MG,08/2026,512,806,450
316990,UBÁ,MG,08/2026,5076,9898,8194
317000,UBAÍ,MG,08/2026,2216,2722,1000
317005,UBAPORANGA,MG,08/2026,1260,1915,1088
317010,UBERABA,MG,08/2026,15862,24384,19040
317020,UBERLÂNDIA,MG,08/2026,29019,52031,50933
317030,UMBURATIBA,MG,08/2026,318,475,279
317040,UNAÍ,MG,08/2026,3091,7011,8090
317043,UNIÃO DE MINAS,MG,08/2026,332,479,463
317047,URUANA DE MINAS,MG,08/2026,409,642,640
317050,URUCÂNIA,MG,08/2026,375,809,923
317052,URUCUIA,MG,08/2026,1300,1787,1341
317057,VARGEM ALEGRE,MG,08/2026,1283,1544,916
317060,VARGEM BONITA,MG,08/2026,135,232,364
317065,VARGEM GRANDE DO RIO PARDO,MG,08/2026,696,998,562
317070,VARGINHA,MG,08/2026,3375,6620,3895
317075,VARJÃO DE MINAS,MG,08/2026,729,1024,553
317080,VÁRZEA DA PALMA,MG,08/2026,3454,5035,3294
317090,VARZELÂNDIA,MG,08/2026,3346,4355,1767
317100,VAZANTE,MG,08/2026,1001,1683,1571
317103,VERDELÂNDIA,MG,08/2026,1535,1973,1114
317107,VEREDINHA,MG,08/2026,666,1010,749
317110,VERÍSSIMO,MG,08/2026,290,416,390
317115,VERMELHO NOVO,MG,08/2026,639,960,488
317120,VESPASIANO,MG,08/2026,10968,16371,10704
317130,VIÇOSA,MG,08/2026,4128,7594,5589
317140,VIEIRAS,MG,08/2026,450,689,520
317150,MATHIAS LOBATO,MG,08/2026,572,703,448
317160,VIRGEM DA LAPA,MG,08/2026,1250,2097,1752
317170,VIRGÍNIA,MG,08/2026,964,1501,995
317180,VIRGINÓPOLIS,MG,08/2026,385,995,1050
317190,VIRGOLÂNDIA,MG,08/2026,520,771,475
317200,VISCONDE DO RIO BRANCO,MG,08/2026,2103,4261,3691
317210,VOLTA GRANDE,MG,08/2026,625,849,540
317220,WENCESLAU BRAZ,MG,08/2026,219,319,195
500020,ÁGUA CLARA,MS,08/2026,1526,2446,2657
500025,ALCINÓPOLIS,MS,08/2026,531,750,766
500060,AMAMBAI,MS,08/2026,6271,8376,4325
500070,ANASTÁCIO,MS,08/2026,2056,3772,3319
500080,ANAURILÂNDIA,MS,08/2026,608,1012,1109
500085,ANGÉLICA,MS,08/2026,856,1367,1429
500090,ANTÔNIO JOÃO,MS,08/2026,754,1592,1188
500100,APARECIDA DO TABOADO,MS,08/2026,1804,3266,2660
500110,AQUIDAUANA,MS,08/2026,5502,8681,7145
500124,ARAL MOREIRA,MS,08/2026,1657,2248,1146
500150,BANDEIRANTES,MS,08/2026,924,1252,914
500190,BATAGUASSU,MS,08/2026,1433,2962,3198
500200,BATAYPORÃ,MS,08/2026,974,1458,1653
500210,BELA VISTA,MS,08/2026,2986,4094,2679
500215,BODOQUENA,MS,08/2026,668,1070,1048
500220,BONITO,MS,08/2026,1878,3034,2230
500230,BRASILÂNDIA,MS,08/2026,1016,1668,1596
500240,CAARAPÓ,MS,08/2026,1334,2975,2094
500260,CAMAPUÃ,MS,08/2026,1390,2038,2050
500270,CAMPO GRANDE,MS,08/2026,52849,93354,87032
500280,CARACOL,MS,08/2026,384,862,793
500290,CASSILÂNDIA,MS,08/2026,919,1989,2486
500295,CHAPADÃO DO SUL,MS,08/2026,1282,2826,2899
500310,CORGUINHO,MS,08/2026,303,647,805
500315,CORONEL SAPUCAIA,MS,08/2026,4500,5282,1888
500320,CORUMBÁ,MS,08/2026,10460,15747,11626
500325,COSTA RICA,MS,08/2026,3239,4590,3911
500330,COXIM,MS,08/2026,2737,4519,4124
500345,DEODÁPOLIS,MS,08/2026,798,1368,1569
500348,DOIS IRMÃOS DO BURITI,MS,08/2026,1349,2018,1490
500350,DOURADINA,MS,08/2026,412,731,883
500370,DOURADOS,MS,08/2026,11792,21599,14541
500375,ELDORADO,MS,08/2026,779,1536,1674
500380,FÁTIMA DO SUL,MS,08/2026,820,2103,2778
500390,FIGUEIRÃO,MS,08/2026,259,431,512
500400,GLÓRIA DE DOURADOS,MS,08/2026,551,1080,1208
500410,GUIA LOPES DA LAGUNA,MS,08/2026,792,1496,1424
500430,IGUATEMI,MS,08/2026,522,1514,1909
500440,INOCÊNCIA,MS,08/2026,326,622,984
500450,ITAPORÃ,MS,08/2026,755,1490,1479
500460,ITAQUIRAÍ,MS,08/2026,458,2045,2999
500470,IVINHEMA,MS,08/2026,782,2023,2496
500480,JAPORÃ,MS,08/2026,1609,2110,794
500490,JARAGUARI,MS,08/2026,423,747,864
500500,JARDIM,MS,08/2026,1228,2872,2521
500510,JATEÍ,MS,08/2026,306,466,420
500515,JUTI,MS,08/2026,741,1142,907
500520,LADÁRIO,MS,08/2026,2241,3006,1578
500525,LAGUNA CARAPÃ,MS,08/2026,622,947,643
500540,MARACAJU,MS,08/2026,1677,3671,4073
500560,MIRANDA,MS,08/2026,3893,5028,2778
500568,MUNDO NOVO,MS,08/2026,2756,4215,3548
500570,NAVIRAÍ,MS,08/2026,3322,6149,6154
500580,NIOAQUE,MS,08/2026,1528,2470,2033
500600,NOVA ALVORADA DO SUL,MS,08/2026,1276,2531,2678
500620,NOVA ANDRADINA,MS,08/2026,3686,6004,6783
500625,NOVO HORIZONTE DO SUL,MS,08/2026,224,403,405
500627,PARAÍSO DAS ÁGUAS,MS,08/2026,115,424,539
500630,PARANAÍBA,MS,08/2026,1964,4174,5764
500635,PARANHOS,MS,08/2026,2112,2894,1206
500640,PEDRO GOMES,MS,08/2026,981,1259,942
500660,PONTA PORÃ,MS,08/2026,8557,16178,12990
500690,PORTO MURTINHO,MS,08/2026,1150,2068,1885
500710,RIBAS DO RIO PARDO,MS,08/2026,898,2312,2652
500720,RIO BRILHANTE,MS,08/2026,1475,3222,3740
500730,RIO NEGRO,MS,08/2026,258,611,737
500740,RIO VERDE DE MATO GROSSO,MS,08/2026,1671,2843,2472
500750,ROCHEDO,MS,08/2026,457,797,836
500755,SANTA RITA DO PARDO,MS,08/2026,309,682,1051
500769,SÃO GABRIEL DO OESTE,MS,08/2026,857,2415,3959
500770,SETE QUEDAS,MS,08/2026,639,1178,790
500780,SELVÍRIA,MS,08/2026,319,769,1109
500790,SIDROLÂNDIA,MS,08/2026,3372,6042,6444
500793,SONORA,MS,08/2026,1061,1756,1287
500795,TACURU,MS,08/2026,1308,2039,1231
500797,TAQUARUSSU,MS,08/2026,316,520,707
500800,TERENOS,MS,08/2026,1098,2200,2666
500830,TRÊS LAGOAS,MS,08/2026,6501,13077,13196
500840,VICENTINA,MS,08/2026,466,844,782
510010,ACORIZAL,MT,08/2026,777,1104,839
510020,ÁGUA BOA,MT,08/2026,560,1714,3151
510025,ALTA FLORESTA,MT,08/2026,3236,5543,5816
510030,ALTO ARAGUAIA,MT,08/2026,800,1575,1982
510035,ALTO BOA VISTA,MT,08/2026,430,753,541
510040,ALTO GARÇAS,MT,08/2026,1047,1618,1322
510050,ALTO PARAGUAI,MT,08/2026,1137,1536,1131
510060,ALTO TAQUARI,MT,08/2026,462,911,917
510080,APIACÁS,MT,08/2026,397,1072,829
510100,ARAGUAIANA,MT,08/2026,296,465,416
510120,ARAGUAINHA,MT,08/2026,122,168,191
510125,ARAPUTANGA,MT,08/2026,516,1283,1241
510130,ARENÁPOLIS,MT,08/2026,789,1221,1096
510140,ARIPUANÃ,MT,08/2026,1188,2311,1455
510160,BARÃO DE MELGAÇO,MT,08/2026,1606,1878,969
510170,BARRA DO BUGRES,MT,08/2026,2616,3818,2828
510180,BARRA DO GARÇAS,MT,08/2026,6404,9703,8182
510183,BOA ESPERANÇA DO NORTE,MT,08/2026,143,297,187
510185,BOM JESUS DO ARAGUAIA,MT,08/2026,657,1107,727
510190,BRASNORTE,MT,08/2026,605,1452,1585
510250,CÁCERES,MT,08/2026,7037,11908,8430
510260,CAMPINÁPOLIS,MT,08/2026,1701,2338,662
510263,CAMPO NOVO DO PARECIS,MT,08/2026,771,2461,3157
510267,CAMPO VERDE,MT,08/2026,1199,3223,4212
510268,CAMPOS DE JÚLIO,MT,08/2026,159,723,963
510269,CANABRAVA DO NORTE,MT,08/2026,382,633,548
510270,CANARANA,MT,08/2026,730,1822,1854
510279,CARLINDA,MT,08/2026,266,859,1355
510285,CASTANHEIRA,MT,08/2026,427,809,737
510300,CHAPADA DOS GUIMARÃES,MT,08/2026,2327,3240,2014
510305,CLÁUDIA,MT,08/2026,784,1310,1007
510310,COCALINHO,MT,08/2026,566,901,625
510320,COLÍDER,MT,08/2026,914,2234,3189
510325,COLNIZA,MT,08/2026,1064,3408,2612
510330,COMODORO,MT,08/2026,2116,2845,1676
510335,CONFRESA,MT,08/2026,2603,4274,2644
510336,CONQUISTA DOESTE,MT,08/2026,300,470,407
510337,COTRIGUAÇU,MT,08/2026,571,1105,866
510340,CUIABÁ,MT,08/2026,36479,64320,56333
510343,CURVELÂNDIA,MT,08/2026,503,759,653
510345,DENISE,MT,08/2026,631,935,797
510350,DIAMANTINO,MT,08/2026,980,2064,2327
510360,DOM AQUINO,MT,08/2026,665,1053,799
510370,FELIZ NATAL,MT,08/2026,1071,1548,809
510380,FIGUEIRÓPOLIS DOESTE,MT,08/2026,338,438,393
510385,GAÚCHA DO NORTE,MT,08/2026,1237,1520,646
510390,GENERAL CARNEIRO,MT,08/2026,896,1218,816
510395,GLÓRIA DOESTE,MT,08/2026,354,463,375
510410,GUARANTÃ DO NORTE,MT,08/2026,2902,4205,2905
510420,GUIRATINGA,MT,08/2026,1232,1662,1478
510450,INDIAVAÍ,MT,08/2026,144,243,320
510452,IPIRANGA DO NORTE,MT,08/2026,670,999,669
510454,ITANHANGÁ,MT,08/2026,475,823,754
510455,ITAÚBA,MT,08/2026,293,588,583
510460,ITIQUIRA,MT,08/2026,717,1224,1053
510480,JACIARA,MT,08/2026,1859,2978,3012
